location_id,org_id,name,address,zip_code,service_type,hours,contact_phone,contact_email,contact_web,notes
171,,South Hills Interfaith Movement,"""201 Knoedler Road""",15236,Food Pantry,Hours vary by location call for details,412-885-0284,,https://shimcares.org/,"Families who wish to certify to use the food pantry must live within SHIM's 6 school district service area, and they must have total gross household income at or below 150% of the Federal Poverty Level. Hours Hours vary by location call for details. | Families must call Operations Coordinator to make a certification appointment. Families will be required to fill out paperwork that captures basic demographic information and a Self-Sufficiency Questionnaire to gauge other areas in which the family could use help. Fees Call for details. Fees Call for details. Service area 15017 15025 15031 15037 15057 15064 15071 15082 15102 15106 15122 15129 15142 15216 15227 15228 15234 15236 15241 15242 15243 15321"
172,,Salvation Army Rising Sun,"""5830 Rising Sun Avenue""",19120,Food Pantry,"Monday through Friday, 9am - 3pm ",215-742-8992,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday through Friday, 9am - 3pm"
173,,Hamilton Disston School,"""6801 Cottage Street""",19135,Food Pantry,Monday 2:30pm - 4pm ,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday 2:30pm - 4pm"
174,,Episcopal Cathedral of Saint Paul,"""134 West 7th Street""",16501,Food Pantry,"Friday, 9:30am to noon",814-452-3779,,https://cathedralofstpaul.org/food-pantry/,"No limitations or restrictions. Hours Friday, 9:30am to noon | Drop-ins accepted. Fees Services free of charge. Fees Services free of charge. Service area Erie, PA"
175,,Saint John's Lutheran Church,"""2216 Peach Street""",16502,Food Pantry,"Monthly 1st and 3rd Wednesday, 12:30pm to 2:00pm",814-456-7596,,,"Residents within the distribution area: West 19th Street to West 24th Street, State Street to Chestnut Street Hours Monthly 1st and 3rd Wednesday, 12:30pm to 2:00pm | Call or email to confirm eligibility. Fees Services free of charge. Fees Services free of charge. Service area Erie, PA"
176,,New Beginnings Pentecostal,"""502 East Haines Street""",19144,Food Pantry,Sunday 3pm-3:30pm ,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Sunday 3pm-3:30pm"
177,,Lititz Mennonite Church,"""165 Front Street""",17543,Food Pantry,"Second Saturday of the month, 8:00am to 10:00am",717-626-8237,,https://www.lititzmc.org/peters-porch,"Residents of Northern Lancaster County Hours Second Saturday of the month, 8:00am to 10:00am (No food pantry in August) | Walk-in Fees None Fees None Service area Lititz, PA"
178,,Shade/Central City Food Pantry,"""14 2nd Street""",15924,Food Pantry,"second Saturday of the month, 9AM-11AM",814-754-5125,,,"Contact organization for eligibility information. Hours second Saturday of the month, 9AM-11AM"
179,,Victory Assembly of God,"""317 Harding Highway""",8318,Food Pantry,"3rd Saturday of the month, 9am-1pm",856-326-0981,,,"Must qualify as being in need, ill, or an infant to receive service. Hours 3rd Saturday of the month, 9am-1pm"
180,,Grace United Methodist Church,"""501 Pennsylvania Avenue East""",16365,Food Pantry,"Monday through Friday, 9:00am to 4:00pm",814-723-9440,,,"No limitations or restrictions. Hours Monday through Friday, 9:00am to 4:00pm | Walk-ins accepted. Fees Services free of charge. Fees Services free of charge. Service area Warren, PA"
181,,Footprints of Montgomery,"""71 Bower St Extension""",17752,Food Pantry,"Second Thursday monthly, 10:00am to 2:00pm 5:30pm to 6:30pm and fourth Thursday monthly, 10:00am to 2:00pm Every Monday, 10:00am to 1:00pm",570-974-3448,,,"Residents of the Montgomery Area School District. Hours Second Thursday monthly, 10:00am to 2:00pm 5:30pm to 6:30pm and fourth Thursday monthly, 10:00am to 2:00pm Every Monday, 10:00am to 1:00pm for Food or monetary donations. | It is not necessary to call ahead, registration form can be completed onsite. Fees Service free of charge. Fees Service free of charge. Service area Lycoming, PA"
182,,His Place Contact Center,"""1911 Rhine Street""",15212,Food Pantry,Hours vary by program call for details,412-245-6071,,https://www.hisplacepgh.org,"Residents of the Spring Hill neighborhood. Hours Hours vary by program call or email for details. | Call, email, or visit website for information on individual services. Fees Services provided free of charge. Fees Services provided free of charge. Service area 15212"
183,,Emergency Relief Association,"""580 Middletown Boulevard""",19047,Food Pantry,"Monday, 6:00pm to 7:45pm, Wednesday and Friday, 10:00am to 12:45pm",215-547-1676,,,"No limitations or restrictions. Hours Monday, 6:00pm to 7:45pm, Wednesday and Friday, 10:00am to 12:45pm | Walk in, clients are asked to bring their own bags. Fees Services free of charge. Fees Services free of charge. Service area Bucks, PA"
184,,Salvation Army,"""345 Market Street""",17815,Food Pantry,"Monday through Friday, 8:00am to 2:30pm",570-387-4112,,,"Must reside in service area. Hours Monday through Friday, 8:00am to 2:30pm | Call or text for an intake appointment and information. Fees Call for more information. Fees Call for more information. Service area Columbia, PA"
185,,Somerset Area Food Pantry,"""918 Tayman Avenue""",15501,Food Pantry,"Every Wednesday, 8:00 am - 11: 00 am",814-445-5446,,,"Contact organization for eligibility information. Hours Every Wednesday, 8:00 am - 11: 00 am"
186,,Brand New Life Christian Center,"""6301 Germantown Avenue""",19144,Food Pantry,Saturday 11am-1pm ,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Saturday 11am-1pm"
187,,Sidney and Pauline Friedman Jewish Community Center,"""613 S.J. Strauss Lane""",18704,Food Pantry,"2nd and 4th Friday, 9:30am to 11:00am",570-824-4646,,https://friedmanjcc.org/saras-table-at-kraus-chaiken-food-pantry/,"No limitations or restrictions. Hours 2nd and 4th Friday, 9:30am to 11:00am | Food pantry asks for ID for every household member, at a household's first visit. At the time of your first visit you will be given a card that you can show each time that you use the pantry in the future. Income information is not collected. Newcomers are welcome and encouraged and pre-registration is not required. Fees Service free of charge. Fees Service free of charge. Service area 18704 Luzerne, PA"
188,,Quakertown Food Pantry,"""101 North Third Street""",18951,Food Pantry,"Monday, Wednesday, and Friday, 10:00am to 1:00pm Tuesday and Thursday, 6:00pm to 8:00pm ",215-536-0240,,,"Residents of Quakertown Community School District. Hours Monday, Wednesday, and Friday, 10:00am to 1:00pm Tuesday and Thursday, 6:00pm to 8:00pm | Walk in and complete required paperwork, available once per week. Fees Services free of charge. Fees Services free of charge. Service area Bucks, PA"
189,,Central Pennsylvania Food Bank,"""3908 Corey Road""",17109,Food Pantry,call for details,717-724-3190,,https://www.centralpafoodbank.org/who-we-are/our-programs/fresh-express/,"Low-income households at or below 185% of poverty level Hours Irregular - call for details | Call, visit website Fees Services free of charge Fees Services free of charge Service area Adams, PA Bedford, PA Blair, PA Bradford, PA Centre, PA Clearfield, PA Columbia, PA Cumberland, PA Dauphin, PA Franklin, PA Juniata, PA Lancaster, PA Lebanon, PA Lycoming, PA Mifflin, PA Montour, PA Northumberland, PA Perry, PA Potter, PA Sullivan, PA Tioga, PA Union, PA York, PA Fulton, PA Huntingdon, PA Snyder, PA"
190,,North Coventry Food Pantry,"""845 South Hanover Street""",19465,Food Pantry,"Monthly 1st Tuesday, 9:00am to 10:00am 1st Wednesday, 6:30pm to 7:30pm",610-326-5659,,,"* Residents of Owen J. Roberts School District * Must meet income guidelines Hours Monthly 1st Tuesday, 9:00am to 10:00am 1st Wednesday, 6:30pm to 7:30pm | Call for appointment. Fees Services free of charge Fees Services free of charge Service area 19335 19343 19425 19460 19464 19465 19468 19475 19518 19520"
191,,Ma's Pantry,"""1000 Broadway Avenue""",15035,Food Pantry,"November/December: first and third Saturday of the month, 9AM-11AM",412-824-0277,,,"Contact organization for eligibility information. Hours November/December: first and third Saturday of the month, 9AM-11AM"
192,,Faith Baptist Church,"""1515 Wistar Road""",19030,Food Pantry,"Tuesday 4pm-5pm, Thursday 7pm-8pm, Sunday 12:15pm-1:15pm and 6:30-7:30pm",215-946-7550,,,"Must qualify as being in need, ill, or an infant to receive service. Neighbors can check in up to 2 hrs ahead of distribution at checkin.faithbaptistfoodbank.com Hours Tuesday 4pm-5pm, Thursday 7pm-8pm, Sunday 12:15pm-1:15pm and 6:30-7:30pm"
193,,Center for Community Action,"""510 Washington Street""",16652,Food Pantry,"Monday through Friday, 8:00am to 4:30pm",814-643-4202,,,"Must be financially eligible under the Department of Agriculture guidelines. Hours Monday through Friday, 8:00am to 4:30pm | Please call if you are in need of food. Fees Services free of charge. Fees Services free of charge. Service area Bedford, PA Cambria, PA Fulton, PA Huntingdon, PA Somerset, PA"
194,,Salvation Army,"""636 1/2 Main Street""",18421,Food Pantry,"Senior Food Box sign ups: by appointment only Senior Food Box pickup: Monthly 2nd Thursday, 9:30am to 11:30am ",570-259-9598,,,"Eligible participants include low-income individuals who are at least 60 years old and whose household income is at or below 130 percent of the U.S. poverty level in servicing area. Hours Senior Food Box sign ups: by appointment only Senior Food Box pickup: Monthly 2nd Thursday, 9:30am to 11:30am | Visit office during sign up times to fill our application or fill out application on intake website. Fees Services free of charge. Fees Services free of charge. Service area 18413 18421 18430 18470 18820 18842"
195,,Cranberry Area Food Pantry,"""224 South Main Street""",16346,Food Pantry,"Monthly 2nd and 4th Monday, 1:00pm to 5:30pm",814-673-4554,,,"Residents of the Cranberry School District. Hours Monthly 2nd and 4th Monday, 1:00pm to 5:30pm | Visit in person. Fees Services free of charge. Fees Services free of charge. Service area Venango, PA"
196,,YEAH Philly,"""5257 Walton Avenue""",19143,Food Pantry,Call for information,267-892-3538,,,No limitations or restrictions. Hours Call for information. | Visit the website for information. Fees Services free of charge. Fees Services free of charge. Service area 19131 19142 19143 19151 19153
197,,Saint Elizabeth Center,"""311 Emerald Street""",16301,Food Pantry,"January through October: Monthly 2nd and 4th Wednesday, 10:00am to noon November and December: Monthly 2nd and 3rd Wednesday ",814-677-0203,,,"Residents of Venango County. Call for more information. Hours January through October: Monthly 2nd and 4th Wednesday, 10:00am to noon November and December: Monthly 2nd and 3rd Wednesday *Call to see if Monday is open later | Call for more information. Fees Services provided free of charge. Fees Services provided free of charge. Service area Venango, PA"
198,,Good Samaritan Baptist Church,"""6148 Lansdowne Avenue""",19151,Food Pantry,"Wednesday, 9:00am to 1:00pm",215-877-7537,,,"Residents of zip codes 19131 and 19151 Hours Wednesday, 9:00am to 1:00pm | Walk-ins accepted Fees Services provided free of charge. Fees Services provided free of charge. Service area 19131 19151"
199,,Saint Mark's Food Cupboard,"""1625 Locust Street""",19103,Food Pantry,Thursday and Friday 9:30am-11am,215-735-1416,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Thursday and Friday 9:30am-11am"
200,,Allenport Area Food Pantry,"""1850 Main Street""",15412,Food Pantry,"Fourth Mondays, 1:00 pm - 3:00 pm",,,,"Contact organization for eligibility information. Hours Fourth Mondays, 1:00 pm - 3:00 pm"
201,,Crafton Ingram Food Pantry,"""80 Bradford Avenue""",15205,Food Pantry,Tuesday/Wednesday 9:15AM-12:15PM,412-921-2293,,,Contact the organization to learn about eligibility. Hours Tuesday/Wednesday 9:15AM-12:15PM
202,,Bridge City Church,"""1200 Wolfe Avenue""",15104,Food Pantry,"first and third Saturday of the month, 9am-11am. Closed after the first Saturday in January.",,,,"Contact organization for eligibility information. Hours first and third Saturday of the month, 9am-11am. Closed after the first Saturday in January."
203,,Indiana County Community Action,"""2334 Oakland Avenue""",15701,Food Pantry,Second Tuesday 9:30am-11:00am,724-463-7440,,,Contact organization for eligibility information. Hours Second Tuesday 9:30am-11:00am
204,,Holy Temple Lord and Savior,"""5116 Market Street""",19139,Food Pantry,"Every 2nd and 4th, Tuesday 12:30pm-2:30pm ",,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Every 2nd and 4th, Tuesday 12:30pm-2:30pm"
205,,Great Valley Food Cupboard,"""945 North Valley Forge Road""",19333,Food Pantry,"Tuesday, 11:00am to 2:00pm Monthly 2nd Wednesday, 6:00pm to 8:00pm",610-688-5445,,,"Residents of Easttown, Tredyffrin, and the Great Valley School District Hours Tuesday, 11:00am to 2:00pm Monthly 2nd Wednesday, 6:00pm to 8:00pm | Call or email for appointment. Fees Services free of charge Fees Services free of charge Service area Chester, PA"
206,,Catholic Community of Bloomfield Food Pantry,"""4921 Mead Way""",15224,Food Pantry,"7AM-10AM, third Saturday of the month",412-682-2354,,,"Please contact the organization to learn about eligibility criteria. Hours 7AM-10AM, third Saturday of the month"
207,,Bridge Community Church,"""23 East State Street""",18446,Food Pantry,"2nd and 4th Friday monthly, 1:00pm to 3:00pm",570-942-6010,,,"No limitations or restrictions Hours 2nd and 4th Friday monthly, 1:00pm to 3:00pm | Pre-registration required Fees Services free of charge Fees Services free of charge Service area 18446 Nicholson, PA Wyoming, PA"
208,,North Light Community Center,"""175 Green Lane""",19127,Food Pantry,Monday and Friday 10:30am-11:30am,215-483-4800,,,"Must qualify as being in need, ill, or an infant to receive service. Bring ID for the first visit if you have it. And bring re-usable bags. Hours Monday and Friday 10:30am-11:30am"
209,,Great Bend United Methodist Church,"""406 Main Street""",18821,Food Pantry,"First and Third Friday monthly, 3:30pm to 5:00pm ",570-879-4506,,,"Open to Great Bend and Hallstead residents only. Hours First and Third Friday monthly, 3:30pm to 5:00pm Allowed to visit pantry twice a month | Walk in during food pantry hours, register on site. Fees None Fees None Service area Great Bend, PA Hallstead, PA Susquehanna, PA"
210,,Helping Harvest Food Bank,"""117 Morgan Drive""",19608,Food Pantry,,610-926-5802,,,"Must meet federal income guidelines (610) 926-5802 Voice (610) 926-5802 Voice [email protected] (610) 926-5802 Voice (610) 926-5802 Voice (610) 926-5802 Voice (610) 926-5802 | Eligible students should talk with Weekender Coordinator at the school to fill out the required paperwork to be able to start receiving bags or call Helping Harvest to determine whether or not student's school participates. Fees Services free of charge Fees Services free of charge Service area Berks, PA Schuylkill, PA"
211,,Mitzvah Food Project,"""10100 Jamison Avenue""",19116,Food Pantry,"Tuesday, 1:00pm to 6:30pm Wednesday, 10:00am to 3:30pm Thursday, 10:00am to 3:30pm Friday, 10:00am to 1:00pm",215-832-0623,,https://jewishphilly.org/resources/mitzvah-food-program/,"Persons in need with completion of intake form Hours Tuesday, 1:00pm to 6:30pm Wednesday, 10:00am to 3:30pm Thursday, 10:00am to 3:30pm Friday, 10:00am to 1:00pm | New clients must visit the Intake Website linked below and complete and submit the Recipient Intake Form. Call or email for more information. Fees Services free of charge Fees Services free of charge Service area Bucks, PA Montgomery, PA"
212,,Community Circle Food Pantry,"""70 East Beau Street""",15301,Food Pantry,"Every Tuesdays, Wednesdays, & Thursdays 9:00 am - 12:00 pm",724-225-1540,,,"Please contact this organization to learn about eligibility criteria. Hours Every Tuesdays, Wednesdays, & Thursdays 9:00 am - 12:00 pm"
213,,Center for Family Services,"""409 East Central Avenue, Associated Charities""",16354,Food Pantry,"Monday, Wednesday and Friday, 1:30pm to 3:30pm",814-827-6613,,,"Supplemental Food box eligibility is determined on a self declaration of need. Call for full details. Hours Monday, Wednesday and Friday, 1:30pm to 3:30pm | Call for more information. Fees Service free of charge. Fees Service free of charge. Service area 16354 16360 16404 16432 16434 16438, Crawford, PA 16407, Crawford, PA"
214,,Cabot Church Food Bank,"""707 Winfield Road""",16023,Food Pantry,"3rd Wednesday monthly, 10:00am to 12:00pm 4:00pm to 6:00pm",724-352-2074,,,"Please contact this organization to learn about eligibility criteria. Hours 3rd Wednesday monthly, 10:00am to 12:00pm 4:00pm to 6:00pm"
215,,Mitzvah Food Project,"""8231 Old York Road""",19027,Food Pantry,"Thursday, 1:00pm to 3:00pm (open to all), and 6:00pm to 7:00pm",215-832-0509,,https://jewishphilly.org/resources/mitzvah-food-program/,"Persons in need with completion of intake process. Hours Thursday, 1:00pm to 3:00pm (open to all), and 6:00pm to 7:00pm (Montgomery County only) | New clients must visit the Intake Website linked below and complete and submit the Recipient Intake Form. Call or email for more information. Fees Services free of charge Fees Services free of charge Service area Montgomery, PA Philadelphia, PA"
216,,Wilkinsburg Community Ministry,"""702 Wood Street""",15221,Food Pantry,"Monday Wednesday, Thursday, and Friday, 9:00am to 1:00pm Tuesday, 3:00pm to 7:00pm",412-241-8072,,,"No limitations or restrictions. Hours Monday Wednesday, Thursday, and Friday, 9:00am to 1:00pm Tuesday, 3:00pm to 7:00pm | Visit in person; sign-in required. Fees Services provided free of charge. Fees Services provided free of charge. Service area Wilkinsburg, PA"
217,,Conestoga Valley Christian Community Services (CVCCS),"""2420 Gehman Lane, Building 1000""",17602,Food Pantry,"Wednesday and Thursday, by appointment only",717-208-3711,,,"Conestoga Valley School District residents and church attendees; Based on need Hours Wednesday and Thursday, by appointment only | Telephone Fees None Fees None Service area 17501 17505 17508 17522 17529 17540 17557 17572 17576 17601 17602"
218,,North Way Christian Community,"""12121 Perry Highway""",15090,Food Pantry,"second Thursday of the month, 12PM-2PM",724-935-6800,,,"Please contact this organization to learn about eligibility criteria. Hours second Thursday of the month, 12PM-2PM"
219,,Oxford Church of God,"""198 Barnsley Road""",19363,Food Pantry,"Tuesday, 9:30 am to 12:00pm Wednesday, 6:30 pm to 8:00 pm",610-932-3377,,https://www.divinesent.org,"* Residents of Chester County * Household income below 150% of the federal poverty level Hours Tuesday, 9:30 am to 12:00pm Wednesday, 6:30 pm to 8:00 pm | Walk-ins accepted. Fees Services free of charge Fees Services free of charge Service area Chester, PA"
220,,Pleasant Valley Ecumenical Network,"""2334 Route 209""",18354,Food Pantry,"Monthly 1st, 2nd, 3rd, and 4th Tuesday, 9:00am to 11:30am 2nd Saturday, 9:00am to 11:30am",570-992-3136,,https://pven.net/food/food-pantry-program/,"Self Declaration of income at or below 185% of poverty level for household size and resident of Chestnut Hill, Eldred, Hamilton, Jackson, Polk, or Ross townships and West End in Monroe County. Hours Monthly 1st, 2nd, 3rd, and 4th Tuesday, 9:00am to 11:30am 2nd Saturday, 9:00am to 11:30am | All participants must pre-register before their first food distribution, and must re-register once a year. Call to make an appointment a minimum of 24 hours before distribution. Fees Services free of charge. Fees Services free of charge. Service area Monroe, PA"
221,,Loaves and Fishes,"""703 Lincoln Avenue""",19076,Food Pantry,"Tuesday 11am-2pm and 5pm-7pm, Thursday 1pm-4pm",610-532-9000,,,"Must qualify as being in need, ill, or an infant to receive service. Only serves residents of Delaware County. Hours Tuesday 11am-2pm and 5pm-7pm, Thursday 1pm-4pm"
222,,Back Mountain Harvest Assembly Church,"""340 Carverton Road""",18708,Food Pantry,"Monthly, 1st and 3rd Saturday, 10:00am to 12:00pm",570-696-1128,,,"Families residing in Back Mountain area who meet US Department of Agriculture income guidelines. Hours Monthly, 1st and 3rd Saturday, 10:00am to 12:00pm | Stop in during pantry hours, register on site. Fees Free Fees Free Service area Luzerne, PA"
223,,Berlin Food Pantry,"""610 Main Street""",15530,Food Pantry,Wednesdays 9AM-11AM,814-442-7550,,,Contact the organization to learn about eligibility. Hours Wednesdays 9AM-11AM
224,,Saint Stanislaus Polish National Catholic Church,"""527 East Elm Street""",18505,Food Pantry,"1st Saturday, 12:00pm to 1:00pm",570-343-6017,,,"Residents of Lackawanna County, Low income Hours 1st Saturday, 12:00pm to 1:00pm | Call, walk-in, visit website Fees Services free of charge Fees Services free of charge Service area Lackawanna, PA"
225,,Heaven's Bounty Food Pantry,"""455 Trumbauersville Road""",18951,Food Pantry,"Tuesday and Wednesday, 8:30am to 11:30am",215-536-1317,,,"No limitations or restrictions. Hours Tuesday and Wednesday, 8:30am to 11:30am | Call or visit in person. Fees Services free of charge. Fees Services free of charge. Service area Bucks, PA"
226,,Cumberland Township Pantry,"""101 West South Street""",15320,Food Pantry,"Third Thursday, 9:00am-11:00am",724-627-9784,,,"Contact organization for eligibility information. Hours Third Thursday, 9:00am-11:00am"
227,,Harvest of Blessing,"""1230 West Poplar Street""",17404,Food Pantry,"Tuesday and Friday, 10:00am to 12:30pm",717-808-4209,,,"No limitations or restrictions. Hours Tuesday and Friday, 10:00am to 12:30pm | Call or drop-in to register. Donations are accepted by appointment. Fees Services free of charge. Fees Services free of charge. Service area York, PA"
228,,Mitzvah Food Program Northeast,"""10100 Jamison Avenue""",19116,Food Pantry,"New Clients come: 1st Friday, 10am-12pm. Returning clients can make appointments: Tuesday 1-6:30pm, Wednesday & Thursday 10am-3:30pm, Friday 10am-1pm",215-832-0620,,,"Must qualify as being in need, ill, or an infant to receive service. Only serves residents of zip codes 19111, 19114, 19115, 19116, 19135, 19136, 19149, 19152, 19154, and clients in Eastern MontCo whose zipcodes don't start with ""191."" Hours New Clients come: 1st Friday, 10am-12pm. Returning clients can make appointments: Tuesday 1-6:30pm, Wednesday & Thursday 10am-3:30pm, Friday 10am-1pm"
229,,Interfaith Food Cupboard,"""3600 Baring Street""",19104,Food Pantry,Saturday 9:30am - 11:30am ,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Saturday 9:30am - 11:30am"
230,,Paupack United Methodist Church,"""579 Route 507""",18451,Food Pantry,"Monthly 1st Friday, 9:00am to 11:00am",570-857-1141,,,"No limitations or restrictions. Hours Monthly 1st Friday, 9:00am to 11:00am | Call, walk-in, visit website. Fees Services free of charge. Fees Services free of charge. Service area Pike, PA"
231,,Center for Hope,"""740 Park Road""",15003,Food Pantry,"Office Hours and Phone Registration: Monday through Thursday, 11:00am to 3:00pm In Person Registration: Wednesday, 1:00pm to 3:00pm Thursday, 3:00pm to 4:45pm Pantry Hours: Monday through Wednesday, 1:00pm to 3:00pm Thursday, 3:00pm to 5:00pm ",724-251-4899,,https://www.thecenterforhope.com,"Residents of Ambridge Area School District Hours Office Hours and Phone Registration: Monday through Thursday, 11:00am to 3:00pm In Person Registration: Wednesday, 1:00pm to 3:00pm Thursday, 3:00pm to 4:45pm Pantry Hours: Monday through Wednesday, 1:00pm to 3:00pm Thursday, 3:00pm to 5:00pm Doors open one hour in advance of pantry service. | Call to register or visit in person. Fees Services free of charge Fees Services free of charge Service area Ambridge, PA Baden, PA Freedom, PA"
232,,Feast of Justice,"""3101 Tyson Avenue""",19149,Food Pantry,"No appointment needed: Tuesday 11am-12pm, Saturday 3pm-4pm. Appointment needed, register online or call ahead: Tuesday 9am-11am Alternating Wednesdays 10am-12pm, Every Wednesday 4-7pm Friday 10am-11:30am Saturday 10am-12pm and 1pm-3pm",215-268-3510,,,"Must qualify as being in need, ill, or an infant to receive service. Only serves residents of zip codes 19111, 19114, 19115, 19116, 19120, 19124, 19135, 19136, 19149, 19152, 19154. Hours No appointment needed: Tuesday 11am-12pm, Saturday 3pm-4pm. Appointment needed, register online or call ahead: Tuesday 9am-11am Alternating Wednesdays 10am-12pm, Every Wednesday 4-7pm Friday 10am-11:30am Saturday 10am-12pm and 1pm-3pm"
233,,Masjidullah Center for Human Excellence,"""7401 Limekiln Pike""",19138,Food Pantry,Monday and Tuesday 10am-12pm,215-621-7800,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday and Tuesday 10am-12pm"
234,,Lighthouse City Church,"""536 Shaw Avenue""",15132,Food Pantry,"Fourth Thursdays, 10:00 am -12:00 pm",412-675-0117,,,"Contact organization for eligibility information. Hours Fourth Thursdays, 10:00 am -12:00 pm"
235,,Family Fresh Food Pantry,"""1251 Highland Street""",17113,Food Pantry,"Wednesday, 12:00pm to 6:00pm",717-712-9997,,,"No limitations or restrictions Hours Wednesday, 12:00pm to 6:00pm | Call, walk-in Fees Services free of charge Fees Services free of charge Service area Dauphin, PA"
236,,Project SHARE of Carlisle,"""5 North Orange Street, Suite 4""",17013,Food Pantry,"Third Thursday of the month, call for information Drive-thru: Tuesday, 12:00pm to 2:00pm Thursday, 3:30pm to 5:30pm Your Choice Shopping: Wednesday and Saturday, 9:00am to 11:00am",717-249-7773,,,"Residents of the greater Carlisle area Total gross household income under 185% of the Federal Poverty Guidelines Hours Third Thursday of the month, call for information Drive-thru: Tuesday, 12:00pm to 2:00pm Thursday, 3:30pm to 5:30pm Your Choice Shopping: Wednesday and Saturday, 9:00am to 11:00am | Call for appointment. New clients are not accepted during distribution week. Fees Services free of charge. Fees Services free of charge. Service area Cumberland, 17013, PA Cumberland, Boiling Springs, PA Cumberland, Carlisle, PA Cumberland, Gardners, PA Cumberland, Mount Holly Springs, PA Cumberland, New Kingstown, PA Cumberland, Plainfield, PA"
237,,The Father's Heart Ministries,"""536 Shaw Avenue""",15132,Food Pantry,"second Thursday of the month, 10AM-12PM",412-896-8824,,,"Contact organization to learn about eligibility. Hours second Thursday of the month, 10AM-12PM"
238,,Mission Church,"""651 Lampeter Road""",17602,Food Pantry,See website for current month dates/times,717-393-9600,,https://www.missionfoodpantry.com,"No limitations or restrictions Hours See website for current month dates/times | Walk-ins accepted Fees Services free of charge Fees Services free of charge Service area Lancaster, PA"
239,,Food Helpers,"""1560 Avella Road""",15312,Food Pantry,"Third Wednesday of the month, 9am-11am",724-632-2190,,,"Contact organization for eligibility information. Hours Third Wednesday of the month, 9am-11am"
240,,Interfaith Community Food Pantry,"""625 Simmons Lane""",15909,Food Pantry,Call to schedule an appointment. Food is distributed on the last Saturday of the month between 12:00pm (noon) and 2:00pm,814-242-7910,,https://www.facebook.com/InterfaithCFP/,"Serves residents of Belsano, Conemaugh, Mundy's Corner, Nanty Glo, Twin Rocks, Vinco, Blacklick, East Taylor Township, Vintondale, and Jackson Township. Hours Call to schedule an appointment. Food is distributed on the last Saturday of the month between 12:00pm (noon) and 2:00pm. | Call, visit in person, or visit website for more information and intake. Fees Services free of charge Fees Services free of charge Service area Cambria, PA"
241,,Stroudsburg Wesleyan Church,"""915 North Fifth Street""",18360,Food Pantry,"Monthly 1st and 3rd Friday, 5:00pm to 6:00pm",570-421-0750,,https://www.stroudsburgwesleyan.org,"No limitations or restrictions. Hours Monthly 1st and 3rd Friday, 5:00pm to 6:00pm | Drive thru pick up during pantry hours. Fees Services free of charge. Fees Services free of charge. Service area Monroe, PA"
242,,Morrisville United Methodist Church,"""501 West Maple Avenue""",19067,Food Pantry,call for details,215-295-9593,,,"Residents of Morrisville Hours Irregular - call for details. | Call for appointment. Fees Services free of charge Fees Services free of charge Service area Morrisville, PA"
243,,Trinity Episcopal Church,"""58 South 2nd Street""",17201,Food Pantry,"Tuesday, 1:00pm to 2:30pm Thursday, 8:00am to 11:00am, or call to schedule an appointment",717-264-6351,,,"No limitations or restriction Hours Tuesday, 1:00pm to 2:30pm Thursday, 8:00am to 11:00am, or call to schedule an appointment | Walk-in Fees Services free of charge Fees Services free of charge Service area Chambersburg, PA"
244,,Beulah Baptist Church Food Pantry,"""201 Chalfont Street""",15210,Food Pantry,"first and third Tuesday of the month, 2PM-4PM",412-431-3320,,,"Contact organization for information on eligibility. Hours first and third Tuesday of the month, 2PM-4PM"
245,,Good Shepherd Center,"""35 South Water Street""",16125,Food Pantry,"Monday, Wednesday, and Friday, 9:00am to 3:00pm. Last client entry at 2:30pm",724-588-2625,,https://www.thegoodshepherdcenter.org/food-pantry,"Residents of: Fredonia, Greenville, Hadley, and Transfer Income at or below 150% Federal Poverty Guideline Cannot be a client at another pantry. Hours Monday, Wednesday, and Friday, 9:00am to 3:00pm. Last client entry at 2:30pm | Call for more information and/or to register. Fees Service provided free of charge. Fees Service provided free of charge. Service area Greenville, PA Transfer, PA Hadley, PA Fredonia, PA"
246,,Center for Family Services,"""14182 1st Street""",16422,Food Pantry,4th Thursday of every month 9:00am to 10:00am,814-337-8450,,,Supplemental Food box eligibility is determined on a self declaration of need. Call for full details. Hours 4th Thursday of every month 9:00am to 10:00am | Please remain in your vehicle as food will be delivered. Call for more information. Fees Services free of charge. Fees Services free of charge. Service area 16422 16316 16424
247,,Warrington Fellowship Church,"""1455 Cooper Lane""",18976,Food Pantry,"Thursday, 6:00pm to 7:00pm",215-343-1916,,,"Individuals and families experiencing financial hardship and food insecurity. Hours Thursday, 6:00pm to 7:00pm | Call for information. Fees Services free of charge. Fees Services free of charge. Service area Bucks, PA"
248,,Two Ladies of Christ,"""4125 Ludlow Street""",19104,Food Pantry,"Wednesdays, 11am-2pm",,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Wednesdays, 11am-2pm"
